"#Data from Sprouse, Jon, Carson T. Schütze, & Diogo Almeida. 2013. A comparison of informal and formal acceptability judgments using a random sample from Linguistic Inquiry 2001-2010. Lingua 134: 219-248.",,,,,
#This data is provided in the spirit of open science so that other researchers can verify the analyses.,,,,,
#Please contact Jon Sprouse if you would like to discuss the possibility of using this data set for novel research.,,,,,
"#If you are using R to read this file, try adding skip=5 to the read function.",,,,,
,,,,,
participant,survey,order,item,condition,judgment
163,2.5,24,good.32.1.martin.26a.??.05,good.32.1.martin.26a.??,1
163,2.5,25,36.4.den Dikken.45.*.05,36.4.den Dikken.45.*,0
163,2.5,25,good.36.4.den Dikken.45.*.05,good.36.4.den Dikken.45.*,1
163,2.5,26,32.3.Culicover.32a.*.05,32.3.Culicover.32a.*,0
163,2.5,26,good.32.3.Culicover.32a.*.05,good.32.3.Culicover.32a.*,1
163,2.5,27,32.1.martin.28b.??.05,32.1.martin.28b.??,0
163,2.5,27,good.32.1.martin.28b.??.05,good.32.1.martin.28b.??,1
163,2.5,28,33.2.bowers.31c.*.05,33.2.bowers.31c.*,0
163,2.5,28,good.33.2.bowers.31c.*.05,good.33.2.bowers.31c.*,1
163,2.5,29,41.2.Bruening.36b.*.01,41.2.Bruening.36b.*,0
163,2.5,29,good.41.2.Bruening.36b.*.05,good.41.2.Bruening.36b.*,1
163,2.5,30,34.4.boskovic.3b.*.05,34.4.boskovic.3b.*,0
163,2.5,30,good.34.4.boskovic.3b.*.05,good.34.4.boskovic.3b.*,1
163,2.5,31,34.3.heycock.37b.??.05,34.3.heycock.37b.??,0
163,2.5,31,good.34.3.heycock.37b.??.05,good.34.3.heycock.37b.??,1
163,2.5,32,34.3.heycock.55a.*.05,34.3.heycock.55a.*,0
163,2.5,32,good.34.3.heycock.55a.*.05,good.34.3.heycock.55a.*,1
163,2.5,33,33.4.neeleman.97b.*.05,33.4.neeleman.97b.*,0
163,2.5,33,good.33.4.neeleman.97b.*.05,good.33.4.neeleman.97b.*,1
163,2.5,34,41.3.Vicente.8a.*.05,41.3.Vicente.8a.*,0
163,2.5,34,good.41.3.Vicente.8a.*.05,good.41.3.Vicente.8a.*,1
163,2.5,35,33.1.den Dikken.62b.*.05,33.1.den Dikken.62b.*,0
163,2.5,35,good.33.1.den Dikken.62b.*.05,good.33.1.den Dikken.62b.*,1
163,2.5,36,32.2.alexiadou.31a.*.05,32.2.alexiadou.31a.*,0
163,2.5,36,good.32.2.alexiadou.31a.*.05,good.32.2.alexiadou.31a.*,1
163,2.5,37,41.4.Haegeman.22d.*.05,41.4.Haegeman.22d.*,0
163,2.5,37,good.41.4.Haegeman.22d.*.05,good.41.4.Haegeman.22d.*,1
163,2.5,38,32.1.martin.65b.*.05,32.1.martin.65b.*,0
163,2.5,38,good.32.1.martin.65b.*.05,good.32.1.martin.65b.*,1
163,2.5,39,40.2.johnson.59b.*.05,40.2.johnson.59b.*,0
163,2.5,39,good.40.2.johnson.59b.*.05,good.40.2.johnson.59b.*,1
163,2.5,40,32.3.Culicover.15bii.*.05,32.3.Culicover.15bii.*,0
163,2.5,40,good.32.3.Culicover.15bii.*.05,good.32.3.Culicover.15bii.*,1
163,2.5,41,37.4.nakajima.20e.*.05,37.4.nakajima.20e.*,0
163,2.5,41,good.37.4.nakajima.20e.*.05,good.37.4.nakajima.20e.*,1
163,2.5,42,34.1.phillips.6b.*.05,34.1.phillips.6b.*,0
163,2.5,42,good.34.1.phillips.6b.*.05,good.34.1.phillips.6b.*,1
163,2.5,43,40.4.hicks.23.*.05,40.4.hicks.23.*,0
163,2.5,43,good.40.4.hicks.23.*.05,good.40.4.hicks.23.*,1
163,2.5,44,32.2.nunes.3c.*.05,32.2.nunes.3c.*,0
163,2.5,44,good.32.2.nunes.3c.*.05,good.32.2.nunes.3c.*,1
163,2.5,45,34.2.panagiotidis.6.*.05,34.2.panagiotidis.6.*,0
163,2.5,45,good.34.2.panagiotidis.6.*.05,good.34.2.panagiotidis.6.*,1
163,2.5,46,33.2.bowers.68b.*.05,33.2.bowers.68b.*,0
163,2.5,46,good.33.2.bowers.68b.*.05,good.33.2.bowers.68b.*,1
163,2.5,47,34.1.phillips.67d.*.05,34.1.phillips.67d.*,0
163,2.5,47,good.34.1.phillips.67d.*.05,good.34.1.phillips.67d.*,1
163,2.5,48,37.3.becker.2b.*.05,37.3.becker.2b.*,0
163,2.5,48,good.37.3.becker.2b.*.05,good.37.3.becker.2b.*,1
163,2.5,49,32.3.Culicover.7b.*.05,32.3.Culicover.7b.*,0
163,2.5,49,good.32.3.Culicover.7b.*.05,good.32.3.Culicover.7b.*,1
163,2.5,50,41.3.Landau.10b.*.05,41.3.Landau.10b.*,0
163,2.5,50,good.41.3.Landau.10b.*.05,good.41.3.Landau.10b.*,1
164,2.5,1,39.1.sobin.20c.*.05,39.1.sobin.20c.*,1
164,2.5,1,good.39.1.sobin.20c.*.05,good.39.1.sobin.20c.*,0
164,2.5,2,34.1.phillips.88b.*.05,34.1.phillips.88b.*,0
164,2.5,2,good.34.1.phillips.88b.*.05,good.34.1.phillips.88b.*,1
164,2.5,3,35.3.hazout.63.*.05,35.3.hazout.63.*,0
164,2.5,3,good.35.3.hazout.63.*.05,good.35.3.hazout.63.*,1
164,2.5,4,41.3.Vicente.8d.*.05,41.3.Vicente.8d.*,0
164,2.5,4,good.41.3.Vicente.8d.*.05,good.41.3.Vicente.8d.*,1
164,2.5,5,33.1.denDikken.72b.*.05,33.1.denDikken.72b.*,0
164,2.5,5,good.33.1.denDikken.72b.*.05,good.33.1.denDikken.72b.*,1
164,2.5,6,32.4.lopez.14b.*.05,32.4.lopez.14b.*,0
164,2.5,6,good.32.4.lopez.14b.*.05,good.32.4.lopez.14b.*,1
164,2.5,7,35.1.bhatt.14a.*.05,35.1.bhatt.14a.*,0
164,2.5,7,good.35.1.bhatt.14a.*.05,good.35.1.bhatt.14a.*,1
164,2.5,8,41.3.Landau.7b.*.05,41.3.Landau.7b.*,0
164,2.5,8,good.41.3.Landau.7b.*.05,good.41.3.Landau.7b.*,1
164,2.5,9,35.2.larson.44a.??.05,35.2.larson.44a.??,0
164,2.5,9,good.35.2.larson.44a.??.05,good.35.2.larson.44a.??,1
164,2.5,10,33.1.den Dikken.5b.*.05,33.1.den Dikken.5b.*,0
164,2.5,10,good.33.1.den Dikken.5b.*.05,good.33.1.den Dikken.5b.*,1
164,2.5,11,38.2.hornstein.4e.*.05,38.2.hornstein.4e.*,0
164,2.5,11,good.38.2.hornstein.4e.*.05,good.38.2.hornstein.4e.*,1
164,2.5,12,34.3.heycock.82a.*.05,34.3.heycock.82a.*,0
164,2.5,12,good.34.3.heycock.82a.*.05,good.34.3.heycock.82a.*,1
164,2.5,13,38.4.kallulli.4b.*.05,38.4.kallulli.4b.*,0
164,2.5,13,good.38.4.kallulli.4b.*.05,good.38.4.kallulli.4b.*,1
164,2.5,14,33.2.bowers.7b.i.*.05,33.2.bowers.7b.i.*,1
164,2.5,14,good.33.2.bowers.7b.i.*.05,good.33.2.bowers.7b.i.*,0
164,2.5,15,38.2.hornstein.4c.*.05,38.2.hornstein.4c.*,0
164,2.5,15,good.38.2.hornstein.4c.*.05,good.38.2.hornstein.4c.*,1
164,2.5,16,33.3.boskovic.48d.*.05,33.3.boskovic.48d.*,0
164,2.5,16,good.33.3.boskovic.48d.*.05,good.33.3.boskovic.48d.*,1
164,2.5,17,34.4.boskovic.3c.*.05,34.4.boskovic.3c.*,0
164,2.5,17,good.34.4.boskovic.3c.*.05,good.34.4.boskovic.3c.*,1
164,2.5,18,34.1.fox.24.*.05,34.1.fox.24.*,0
164,2.5,18,good.34.1.fox.24.*.05,good.34.1.fox.24.*,1
164,2.5,19,41.3.Landau.27b.*.05,41.3.Landau.27b.*,0
164,2.5,19,good.41.3.Landau.27b.*.05,good.41.3.Landau.27b.*,1
164,2.5,20,38.3.landau.39a.*.05,38.3.landau.39a.*,0
164,2.5,20,good.38.3.landau.39a.*.05,good.38.3.landau.39a.*,1
164,2.5,21,32.3.fanselow.28b.*.05,32.3.fanselow.28b.*,0
164,2.5,21,good.32.3.fanselow.28b.*.05,good.32.3.fanselow.28b.*,1
164,2.5,22,38.3.haddican.39.*.05,38.3.haddican.39.*,0
164,2.5,22,good.38.3.haddican.39.*.05,good.38.3.haddican.39.*,1
164,2.5,23,34.4.boskovic.3d.*.05,34.4.boskovic.3d.*,1
164,2.5,23,good.34.4.boskovic.3d.*.05,good.34.4.boskovic.3d.*,0
164,2.5,24,32.1.martin.26a.??.05,32.1.martin.26a.??,0
164,2.5,24,good.32.1.martin.26a.??.05,good.32.1.martin.26a.??,1
164,2.5,25,36.4.den Dikken.45.*.05,36.4.den Dikken.45.*,0
164,2.5,25,good.36.4.den Dikken.45.*.05,good.36.4.den Dikken.45.*,1
164,2.5,26,32.3.Culicover.32a.*.05,32.3.Culicover.32a.*,0
164,2.5,26,good.32.3.Culicover.32a.*.05,good.32.3.Culicover.32a.*,1
164,2.5,27,32.1.martin.28b.??.05,32.1.martin.28b.??,1
164,2.5,27,good.32.1.martin.28b.??.05,good.32.1.martin.28b.??,0
164,2.5,28,33.2.bowers.31c.*.05,33.2.bowers.31c.*,0
164,2.5,28,good.33.2.bowers.31c.*.05,good.33.2.bowers.31c.*,1
164,2.5,29,41.2.Bruening.36b.*.01,41.2.Bruening.36b.*,0
164,2.5,29,good.41.2.Bruening.36b.*.05,good.41.2.Bruening.36b.*,1
164,2.5,30,34.4.boskovic.3b.*.05,34.4.boskovic.3b.*,0
164,2.5,30,good.34.4.boskovic.3b.*.05,good.34.4.boskovic.3b.*,1
164,2.5,31,34.3.heycock.37b.??.05,34.3.heycock.37b.??,0
164,2.5,31,good.34.3.heycock.37b.??.05,good.34.3.heycock.37b.??,1
164,2.5,32,34.3.heycock.55a.*.05,34.3.heycock.55a.*,0
164,2.5,32,good.34.3.heycock.55a.*.05,good.34.3.heycock.55a.*,1
164,2.5,33,33.4.neeleman.97b.*.05,33.4.neeleman.97b.*,0
164,2.5,33,good.33.4.neeleman.97b.*.05,good.33.4.neeleman.97b.*,1
164,2.5,34,41.3.Vicente.8a.*.05,41.3.Vicente.8a.*,0
164,2.5,34,good.41.3.Vicente.8a.*.05,good.41.3.Vicente.8a.*,1
164,2.5,35,33.1.den Dikken.62b.*.05,33.1.den Dikken.62b.*,0
164,2.5,35,good.33.1.den Dikken.62b.*.05,good.33.1.den Dikken.62b.*,1
164,2.5,36,32.2.alexiadou.31a.*.05,32.2.alexiadou.31a.*,0
164,2.5,36,good.32.2.alexiadou.31a.*.05,good.32.2.alexiadou.31a.*,1
164,2.5,37,41.4.Haegeman.22d.*.05,41.4.Haegeman.22d.*,0
164,2.5,37,good.41.4.Haegeman.22d.*.05,good.41.4.Haegeman.22d.*,1
164,2.5,38,32.1.martin.65b.*.05,32.1.martin.65b.*,0
164,2.5,38,good.32.1.martin.65b.*.05,good.32.1.martin.65b.*,1
164,2.5,39,40.2.johnson.59b.*.05,40.2.johnson.59b.*,0
164,2.5,39,good.40.2.johnson.59b.*.05,good.40.2.johnson.59b.*,1
164,2.5,40,32.3.Culicover.15bii.*.05,32.3.Culicover.15bii.*,0
164,2.5,40,good.32.3.Culicover.15bii.*.05,good.32.3.Culicover.15bii.*,1
164,2.5,41,37.4.nakajima.20e.*.05,37.4.nakajima.20e.*,0
164,2.5,41,good.37.4.nakajima.20e.*.05,good.37.4.nakajima.20e.*,1
164,2.5,42,34.1.phillips.6b.*.05,34.1.phillips.6b.*,0
164,2.5,42,good.34.1.phillips.6b.*.05,good.34.1.phillips.6b.*,1
164,2.5,43,40.4.hicks.23.*.05,40.4.hicks.23.*,0
164,2.5,43,good.40.4.hicks.23.*.05,good.40.4.hicks.23.*,1
164,2.5,44,32.2.nunes.3c.*.05,32.2.nunes.3c.*,0
164,2.5,44,good.32.2.nunes.3c.*.05,good.32.2.nunes.3c.*,1
164,2.5,45,34.2.panagiotidis.6.*.05,34.2.panagiotidis.6.*,0
164,2.5,45,good.34.2.panagiotidis.6.*.05,good.34.2.panagiotidis.6.*,1
164,2.5,46,33.2.bowers.68b.*.05,33.2.bowers.68b.*,0
164,2.5,46,good.33.2.bowers.68b.*.05,good.33.2.bowers.68b.*,1
164,2.5,47,34.1.phillips.67d.*.05,34.1.phillips.67d.*,0
164,2.5,47,good.34.1.phillips.67d.*.05,good.34.1.phillips.67d.*,1
164,2.5,48,37.3.becker.2b.*.05,37.3.becker.2b.*,0
164,2.5,48,good.37.3.becker.2b.*.05,good.37.3.becker.2b.*,1
164,2.5,49,32.3.Culicover.7b.*.05,32.3.Culicover.7b.*,0
164,2.5,49,good.32.3.Culicover.7b.*.05,good.32.3.Culicover.7b.*,1
164,2.5,50,41.3.Landau.10b.*.05,41.3.Landau.10b.*,0
164,2.5,50,good.41.3.Landau.10b.*.05,good.41.3.Landau.10b.*,1
165,2.5,1,39.1.sobin.20c.*.05,39.1.sobin.20c.*,0
165,2.5,1,good.39.1.sobin.20c.*.05,good.39.1.sobin.20c.*,1
165,2.5,2,34.1.phillips.88b.*.05,34.1.phillips.88b.*,0
165,2.5,2,good.34.1.phillips.88b.*.05,good.34.1.phillips.88b.*,1
165,2.5,3,35.3.hazout.63.*.05,35.3.hazout.63.*,0
165,2.5,3,good.35.3.hazout.63.*.05,good.35.3.hazout.63.*,1
165,2.5,4,41.3.Vicente.8d.*.05,41.3.Vicente.8d.*,0
165,2.5,4,good.41.3.Vicente.8d.*.05,good.41.3.Vicente.8d.*,1
165,2.5,5,33.1.denDikken.72b.*.05,33.1.denDikken.72b.*,0
165,2.5,5,good.33.1.denDikken.72b.*.05,good.33.1.denDikken.72b.*,1
165,2.5,6,32.4.lopez.14b.*.05,32.4.lopez.14b.*,0
165,2.5,6,good.32.4.lopez.14b.*.05,good.32.4.lopez.14b.*,1
165,2.5,7,35.1.bhatt.14a.*.05,35.1.bhatt.14a.*,0
165,2.5,7,good.35.1.bhatt.14a.*.05,good.35.1.bhatt.14a.*,1
165,2.5,8,41.3.Landau.7b.*.05,41.3.Landau.7b.*,0
165,2.5,8,good.41.3.Landau.7b.*.05,good.41.3.Landau.7b.*,1
165,2.5,9,35.2.larson.44a.??.05,35.2.larson.44a.??,0
165,2.5,9,good.35.2.larson.44a.??.05,good.35.2.larson.44a.??,1
165,2.5,10,33.1.den Dikken.5b.*.05,33.1.den Dikken.5b.*,0
165,2.5,10,good.33.1.den Dikken.5b.*.05,good.33.1.den Dikken.5b.*,1
165,2.5,11,38.2.hornstein.4e.*.05,38.2.hornstein.4e.*,0
165,2.5,11,good.38.2.hornstein.4e.*.05,good.38.2.hornstein.4e.*,1
165,2.5,12,34.3.heycock.82a.*.05,34.3.heycock.82a.*,0
165,2.5,12,good.34.3.heycock.82a.*.05,good.34.3.heycock.82a.*,1
165,2.5,13,38.4.kallulli.4b.*.05,38.4.kallulli.4b.*,0
165,2.5,13,good.38.4.kallulli.4b.*.05,good.38.4.kallulli.4b.*,1
165,2.5,14,33.2.bowers.7b.i.*.05,33.2.bowers.7b.i.*,1
165,2.5,14,good.33.2.bowers.7b.i.*.05,good.33.2.bowers.7b.i.*,0
165,2.5,15,38.2.hornstein.4c.*.05,38.2.hornstein.4c.*,0
165,2.5,15,good.38.2.hornstein.4c.*.05,good.38.2.hornstein.4c.*,1
165,2.5,16,33.3.boskovic.48d.*.05,33.3.boskovic.48d.*,0
165,2.5,16,good.33.3.boskovic.48d.*.05,good.33.3.boskovic.48d.*,1
165,2.5,17,34.4.boskovic.3c.*.05,34.4.boskovic.3c.*,0
165,2.5,17,good.34.4.boskovic.3c.*.05,good.34.4.boskovic.3c.*,1
165,2.5,18,34.1.fox.24.*.05,34.1.fox.24.*,1
165,2.5,18,good.34.1.fox.24.*.05,good.34.1.fox.24.*,0
165,2.5,19,41.3.Landau.27b.*.05,41.3.Landau.27b.*,0
165,2.5,19,good.41.3.Landau.27b.*.05,good.41.3.Landau.27b.*,1
165,2.5,20,38.3.landau.39a.*.05,38.3.landau.39a.*,0
165,2.5,20,good.38.3.landau.39a.*.05,good.38.3.landau.39a.*,1
165,2.5,21,32.3.fanselow.28b.*.05,32.3.fanselow.28b.*,0
165,2.5,21,good.32.3.fanselow.28b.*.05,good.32.3.fanselow.28b.*,1
165,2.5,22,38.3.haddican.39.*.05,38.3.haddican.39.*,1
165,2.5,22,good.38.3.haddican.39.*.05,good.38.3.haddican.39.*,0
165,2.5,23,34.4.boskovic.3d.*.05,34.4.boskovic.3d.*,1
165,2.5,23,good.34.4.boskovic.3d.*.05,good.34.4.boskovic.3d.*,0
165,2.5,24,32.1.martin.26a.??.05,32.1.martin.26a.??,1
165,2.5,24,good.32.1.martin.26a.??.05,good.32.1.martin.26a.??,0
165,2.5,25,36.4.den Dikken.45.*.05,36.4.den Dikken.45.*,0
165,2.5,25,good.36.4.den Dikken.45.*.05,good.36.4.den Dikken.45.*,1
165,2.5,26,32.3.Culicover.32a.*.05,32.3.Culicover.32a.*,0
165,2.5,26,good.32.3.Culicover.32a.*.05,good.32.3.Culicover.32a.*,1
165,2.5,27,32.1.martin.28b.??.05,32.1.martin.28b.??,1
165,2.5,27,good.32.1.martin.28b.??.05,good.32.1.martin.28b.??,0
165,2.5,28,33.2.bowers.31c.*.05,33.2.bowers.31c.*,0
165,2.5,28,good.33.2.bowers.31c.*.05,good.33.2.bowers.31c.*,1
165,2.5,29,41.2.Bruening.36b.*.01,41.2.Bruening.36b.*,0
165,2.5,29,good.41.2.Bruening.36b.*.05,good.41.2.Bruening.36b.*,1
165,2.5,30,34.4.boskovic.3b.*.05,34.4.boskovic.3b.*,0
165,2.5,30,good.34.4.boskovic.3b.*.05,good.34.4.boskovic.3b.*,1
165,2.5,31,34.3.heycock.37b.??.05,34.3.heycock.37b.??,0
165,2.5,31,good.34.3.heycock.37b.??.05,good.34.3.heycock.37b.??,1
165,2.5,32,34.3.heycock.55a.*.05,34.3.heycock.55a.*,0
165,2.5,32,good.34.3.heycock.55a.*.05,good.34.3.heycock.55a.*,1
165,2.5,33,33.4.neeleman.97b.*.05,33.4.neeleman.97b.*,0
165,2.5,33,good.33.4.neeleman.97b.*.05,good.33.4.neeleman.97b.*,1
165,2.5,34,41.3.Vicente.8a.*.05,41.3.Vicente.8a.*,0
165,2.5,34,good.41.3.Vicente.8a.*.05,good.41.3.Vicente.8a.*,1
165,2.5,35,33.1.den Dikken.62b.*.05,33.1.den Dikken.62b.*,0
165,2.5,35,good.33.1.den Dikken.62b.*.05,good.33.1.den Dikken.62b.*,1
165,2.5,36,32.2.alexiadou.31a.*.05,32.2.alexiadou.31a.*,0
165,2.5,36,good.32.2.alexiadou.31a.*.05,good.32.2.alexiadou.31a.*,1
165,2.5,37,41.4.Haegeman.22d.*.05,41.4.Haegeman.22d.*,1
165,2.5,37,good.41.4.Haegeman.22d.*.05,good.41.4.Haegeman.22d.*,0
165,2.5,38,32.1.martin.65b.*.05,32.1.martin.65b.*,0
165,2.5,38,good.32.1.martin.65b.*.05,good.32.1.martin.65b.*,1
165,2.5,39,40.2.johnson.59b.*.05,40.2.johnson.59b.*,0
165,2.5,39,good.40.2.johnson.59b.*.05,good.40.2.johnson.59b.*,1
165,2.5,40,32.3.Culicover.15bii.*.05,32.3.Culicover.15bii.*,0
165,2.5,40,good.32.3.Culicover.15bii.*.05,good.32.3.Culicover.15bii.*,1
165,2.5,41,37.4.nakajima.20e.*.05,37.4.nakajima.20e.*,0
165,2.5,41,good.37.4.nakajima.20e.*.05,good.37.4.nakajima.20e.*,1
165,2.5,42,34.1.phillips.6b.*.05,34.1.phillips.6b.*,0
165,2.5,42,good.34.1.phillips.6b.*.05,good.34.1.phillips.6b.*,1
165,2.5,43,40.4.hicks.23.*.05,40.4.hicks.23.*,0
165,2.5,43,good.40.4.hicks.23.*.05,good.40.4.hicks.23.*,1
165,2.5,44,32.2.nunes.3c.*.05,32.2.nunes.3c.*,0
165,2.5,44,good.32.2.nunes.3c.*.05,good.32.2.nunes.3c.*,1
165,2.5,45,34.2.panagiotidis.6.*.05,34.2.panagiotidis.6.*,0
165,2.5,45,good.34.2.panagiotidis.6.*.05,good.34.2.panagiotidis.6.*,1
165,2.5,46,33.2.bowers.68b.*.05,33.2.bowers.68b.*,0
165,2.5,46,good.33.2.bowers.68b.*.05,good.33.2.bowers.68b.*,1
165,2.5,47,34.1.phillips.67d.*.05,34.1.phillips.67d.*,0
165,2.5,47,good.34.1.phillips.67d.*.05,good.34.1.phillips.67d.*,1
165,2.5,48,37.3.becker.2b.*.05,37.3.becker.2b.*,0
165,2.5,48,good.37.3.becker.2b.*.05,good.37.3.becker.2b.*,1
165,2.5,49,32.3.Culicover.7b.*.05,32.3.Culicover.7b.*,0
165,2.5,49,good.32.3.Culicover.7b.*.05,good.32.3.Culicover.7b.*,1
165,2.5,50,41.3.Landau.10b.*.05,41.3.Landau.10b.*,0
165,2.5,50,good.41.3.Landau.10b.*.05,good.41.3.Landau.10b.*,1
166,2.6,1,33.3.boskovic.48d.*.06,33.3.boskovic.48d.*,0
166,2.6,1,good.33.3.boskovic.48d.*.06,good.33.3.boskovic.48d.*,1
166,2.6,2,33.2.bowers.7b.i.*.06,33.2.bowers.7b.i.*,0
166,2.6,2,good.33.2.bowers.7b.i.*.06,good.33.2.bowers.7b.i.*,1
166,2.6,3,33.1.den Dikken.5b.*.06,33.1.den Dikken.5b.*,0
166,2.6,3,good.33.1.den Dikken.5b.*.06,good.33.1.den Dikken.5b.*,1
166,2.6,4,32.3.Culicover.15bii.*.06,32.3.Culicover.15bii.*,0
166,2.6,4,good.32.3.Culicover.15bii.*.06,good.32.3.Culicover.15bii.*,1
166,2.6,5,34.2.panagiotidis.6.*.06,34.2.panagiotidis.6.*,0
166,2.6,5,good.34.2.panagiotidis.6.*.06,good.34.2.panagiotidis.6.*,1
166,2.6,6,38.3.landau.39a.*.06,38.3.landau.39a.*,0
166,2.6,6,good.38.3.landau.39a.*.06,good.38.3.landau.39a.*,1
166,2.6,7,34.4.boskovic.3b.*.06,34.4.boskovic.3b.*,0
166,2.6,7,good.34.4.boskovic.3b.*.06,good.34.4.boskovic.3b.*,1
166,2.6,8,34.1.fox.24.*.06,34.1.fox.24.*,1
166,2.6,8,good.34.1.fox.24.*.06,good.34.1.fox.24.*,0
166,2.6,9,32.2.nunes.3c.*.06,32.2.nunes.3c.*,0
166,2.6,9,good.32.2.nunes.3c.*.06,good.32.2.nunes.3c.*,1
166,2.6,10,33.2.bowers.68b.*.06,33.2.bowers.68b.*,0
166,2.6,10,good.33.2.bowers.68b.*.06,good.33.2.bowers.68b.*,1
166,2.6,11,34.1.phillips.6b.*.06,34.1.phillips.6b.*,1
166,2.6,11,good.34.1.phillips.6b.*.06,good.34.1.phillips.6b.*,0
166,2.6,12,38.4.kallulli.4b.*.06,38.4.kallulli.4b.*,0
166,2.6,12,good.38.4.kallulli.4b.*.06,good.38.4.kallulli.4b.*,1
166,2.6,13,34.3.heycock.55a.*.06,34.3.heycock.55a.*,0
166,2.6,13,good.34.3.heycock.55a.*.06,good.34.3.heycock.55a.*,1
166,2.6,14,34.4.boskovic.3c.*.06,34.4.boskovic.3c.*,0
166,2.6,14,good.34.4.boskovic.3c.*.06,good.34.4.boskovic.3c.*,1
166,2.6,15,41.4.Haegeman.22d.*.06,41.4.Haegeman.22d.*,0
166,2.6,15,good.41.4.Haegeman.22d.*.06,good.41.4.Haegeman.22d.*,1
166,2.6,16,34.3.heycock.82a.*.06,34.3.heycock.82a.*,0
166,2.6,16,good.34.3.heycock.82a.*.06,good.34.3.heycock.82a.*,1
166,2.6,17,32.3.Culicover.7b.*.06,32.3.Culicover.7b.*,0
166,2.6,17,good.32.3.Culicover.7b.*.06,good.32.3.Culicover.7b.*,1
166,2.6,18,33.1.denDikken.72b.*.06,33.1.denDikken.72b.*,1
166,2.6,18,good.33.1.denDikken.72b.*.06,good.33.1.denDikken.72b.*,0
166,2.6,19,37.3.becker.2b.*.06,37.3.becker.2b.*,0
166,2.6,19,good.37.3.becker.2b.*.06,good.37.3.becker.2b.*,1
166,2.6,20,32.1.martin.26a.??.06,32.1.martin.26a.??,0
166,2.6,20,good.32.1.martin.26a.??.06,good.32.1.martin.26a.??,1
166,2.6,21,34.4.boskovic.3d.*.06,34.4.boskovic.3d.*,0
166,2.6,21,good.34.4.boskovic.3d.*.06,good.34.4.boskovic.3d.*,1
166,2.6,22,33.1.den Dikken.62b.*.06,33.1.den Dikken.62b.*,0
166,2.6,22,good.33.1.den Dikken.62b.*.06,good.33.1.den Dikken.62b.*,1
166,2.6,23,32.2.alexiadou.31a.*.06,32.2.alexiadou.31a.*,0
166,2.6,23,good.32.2.alexiadou.31a.*.06,good.32.2.alexiadou.31a.*,1
166,2.6,24,32.3.fanselow.28b.*.06,32.3.fanselow.28b.*,0
166,2.6,24,good.32.3.fanselow.28b.*.06,good.32.3.fanselow.28b.*,1
166,2.6,25,32.1.martin.65b.*.06,32.1.martin.65b.*,0
166,2.6,25,good.32.1.martin.65b.*.06,good.32.1.martin.65b.*,1
166,2.6,26,36.4.den Dikken.45.*.06,36.4.den Dikken.45.*,0
166,2.6,26,good.36.4.den Dikken.45.*.06,good.36.4.den Dikken.45.*,1
166,2.6,27,39.1.sobin.20c.*.06,39.1.sobin.20c.*,1
166,2.6,27,good.39.1.sobin.20c.*.06,good.39.1.sobin.20c.*,0
166,2.6,28,34.1.phillips.67d.*.06,34.1.phillips.67d.*,0
166,2.6,28,good.34.1.phillips.67d.*.06,good.34.1.phillips.67d.*,1
166,2.6,29,41.3.Landau.7b.*.06,41.3.Landau.7b.*,0
166,2.6,29,good.41.3.Landau.7b.*.06,good.41.3.Landau.7b.*,1
166,2.6,30,41.3.Landau.27b.*.06,41.3.Landau.27b.*,0
166,2.6,30,good.41.3.Landau.27b.*.06,good.41.3.Landau.27b.*,1
166,2.6,31,35.2.larson.44a.??.06,35.2.larson.44a.??,0
166,2.6,31,good.35.2.larson.44a.??.06,good.35.2.larson.44a.??,1
166,2.6,32,38.3.haddican.39.*.06,38.3.haddican.39.*,0
166,2.6,32,good.38.3.haddican.39.*.06,good.38.3.haddican.39.*,1
166,2.6,33,38.2.hornstein.4c.*.06,38.2.hornstein.4c.*,0
166,2.6,33,good.38.2.hornstein.4c.*.06,good.38.2.hornstein.4c.*,1
166,2.6,34,32.3.Culicover.32a.*.06,32.3.Culicover.32a.*,1
166,2.6,34,good.32.3.Culicover.32a.*.06,good.32.3.Culicover.32a.*,0
166,2.6,35,41.3.Landau.10b.*.06,41.3.Landau.10b.*,0
166,2.6,35,good.41.3.Landau.10b.*.06,good.41.3.Landau.10b.*,1
166,2.6,36,35.3.hazout.63.*.06,35.3.hazout.63.*,0
166,2.6,36,good.35.3.hazout.63.*.06,good.35.3.hazout.63.*,1
166,2.6,37,41.3.Vicente.8a.*.06,41.3.Vicente.8a.*,0
166,2.6,37,good.41.3.Vicente.8a.*.06,good.41.3.Vicente.8a.*,1
166,2.6,38,35.1.bhatt.14a.*.06,35.1.bhatt.14a.*,0
166,2.6,38,good.35.1.bhatt.14a.*.06,good.35.1.bhatt.14a.*,1
166,2.6,39,34.1.phillips.88b.*.06,34.1.phillips.88b.*,0
166,2.6,39,good.34.1.phillips.88b.*.06,good.34.1.phillips.88b.*,1
166,2.6,40,38.2.hornstein.4e.*.06,38.2.hornstein.4e.*,0
166,2.6,40,good.38.2.hornstein.4e.*.06,good.38.2.hornstein.4e.*,1
166,2.6,41,33.2.bowers.31c.*.06,33.2.bowers.31c.*,0
166,2.6,41,good.33.2.bowers.31c.*.06,good.33.2.bowers.31c.*,1
166,2.6,42,41.3.Vicente.8d.*.06,41.3.Vicente.8d.*,0
